file_name,bbox,image_id,race,age,emotion,gender,skintone,masked
73033068.jpg,"[760, 488, 153, 194]",1116,Negroid,20-30s,Neutral,Female,dark,unmasked
73035720.jpg,"[576, 949, 346, 393]",1117,Mongoloid,20-30s,Happiness,Female,light,unmasked
73110615.jpg,"[364, 755, 356, 359]",1118,Mongoloid,20-30s,Happiness,Female,light,unmasked
73123858.jpg,"[830, 281, 341, 467]",1119,Caucasian,20-30s,Anger,Female,light,unmasked
73172944.jpg,"[1497, 211, 307, 373]",1120,Mongoloid,20-30s,Neutral,Female,dark,unmasked
73249445.jpg,"[1029, 349, 454, 734]",1121,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
73333937.jpg,"[1049, 328, 328, 382]",1122,Mongoloid,20-30s,Neutral,Female,mid-dark,unmasked
73343399.jpg,"[589, 1042, 170, 296]",1123,Mongoloid,20-30s,Happiness,Female,mid-light,unmasked
73348138.jpg,"[894, 253, 233, 302]",1124,Caucasian,20-30s,Neutral,Female,light,unmasked
73349339.jpg,"[218, 513, 476, 632]",1125,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
73374054.jpg,"[599, 129, 162, 234]",1126,Mongoloid,20-30s,Neutral,Male,mid-light,unmasked
73381069.jpg,"[437, 202, 453, 659]",1127,Mongoloid,20-30s,Neutral,Female,light,unmasked
73384214.jpg,"[890, 248, 317, 392]",1128,Mongoloid,20-30s,Anger,Male,light,unmasked
73388103.jpg,"[1269, 55, 336, 417]",1129,Caucasian,20-30s,Happiness,Female,light,unmasked
73394137.jpg,"[932, 0, 357, 377]",1130,Caucasian,20-30s,Neutral,Female,light,unmasked
73424569.jpg,"[1125, 44, 311, 419]",1131,Negroid,20-30s,Neutral,Female,dark,unmasked
73461140.jpg,"[1422, 246, 190, 403]",1132,Negroid,20-30s,Anger,Female,dark,unmasked
73548847.jpg,"[597, 513, 225, 285]",1133,Mongoloid,20-30s,Neutral,Female,light,unmasked
73552291.jpg,"[599, 114, 224, 302]",1134,Caucasian,20-30s,Anger,Male,light,unmasked
73571948.jpg,"[1032, 336, 127, 153]",1135,Mongoloid,20-30s,Neutral,Female,light,unmasked
73633004.jpg,"[1012, 511, 325, 376]",1136,Negroid,20-30s,Neutral,Female,dark,unmasked
73702333.jpg,"[706, 309, 541, 792]",1137,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
73735878.jpg,"[732, 182, 331, 454]",1138,Negroid,20-30s,Neutral,Female,mid-dark,unmasked
73745455.jpg,"[926, 259, 311, 365]",1139,Mongoloid,20-30s,Neutral,Male,dark,unmasked
73786621.jpg,"[374, 97, 172, 235]",1140,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
73814544.jpg,"[665, 834, 245, 325]",1141,Mongoloid,20-30s,Neutral,Female,light,unmasked
73875484.jpg,"[882, 372, 177, 223]",1142,Negroid,20-30s,Neutral,Female,dark,unmasked
73876401.jpg,"[1091, 191, 169, 214]",1143,Negroid,20-30s,Neutral,Male,dark,unmasked
73969000.jpg,"[1229, 271, 188, 273]",1144,Caucasian,20-30s,Sadness,Female,mid-dark,unmasked
73975034.jpg,"[1141, 497, 193, 258]",1145,Negroid,20-30s,Neutral,Female,mid-light,unmasked
74052963.jpg,"[732, 244, 390, 580]",1146,Mongoloid,20-30s,Surprise,Female,mid-dark,unmasked
74064035.jpg,"[792, 122, 217, 323]",1147,Caucasian,20-30s,Neutral,Female,light,unmasked
7407853.jpg,"[859, 527, 446, 564]",1148,Caucasian,20-30s,Neutral,Female,light,unmasked
74134579.jpg,"[480, 424, 230, 308]",1149,Caucasian,20-30s,Neutral,Male,light,unmasked
74155367.jpg,"[313, 468, 260, 415]",1150,Caucasian,20-30s,Anger,Female,light,unmasked
74240209.jpg,"[804, 383, 274, 277]",1151,Caucasian,20-30s,Happiness,Female,light,unmasked
74287432.jpg,"[1419, 253, 230, 355]",1152,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
74317830.jpg,"[796, 213, 183, 264]",1153,Mongoloid,20-30s,Neutral,Female,light,unmasked
74323973.jpg,"[823, 241, 298, 418]",1154,Caucasian,Kid,Neutral,Female,light,unmasked
74371261.jpg,"[858, 141, 263, 347]",1155,Caucasian,20-30s,Happiness,Female,light,unmasked
74440687.jpg,"[724, 330, 481, 604]",1156,Caucasian,20-30s,Anger,Female,light,unmasked
74466420.jpg,"[555, 632, 156, 195]",1157,Caucasian,20-30s,Neutral,Male,light,unmasked
74497545.jpg,"[885, 356, 272, 414]",1158,Mongoloid,20-30s,Neutral,Female,light,unmasked
74501363.jpg,"[778, 515, 205, 272]",1159,Mongoloid,20-30s,Anger,Female,dark,unmasked
74506639.jpg,"[862, 264, 382, 359]",1160,Caucasian,20-30s,Neutral,Female,light,unmasked
74602690.jpg,"[900, 315, 296, 427]",1161,Caucasian,20-30s,Sadness,Female,light,unmasked
74619744.jpg,"[376, 619, 193, 240]",1162,Caucasian,20-30s,Anger,Female,light,unmasked
74620222.jpg,"[616, 759, 254, 344]",1163,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
74711602.jpg,"[830, 150, 319, 476]",1164,Mongoloid,Teenager,Neutral,Female,light,unmasked
74774656.jpg,"[815, 400, 179, 165]",1165,Caucasian,20-30s,Neutral,Female,light,unmasked
74831461.jpg,"[470, 205, 540, 682]",1166,Caucasian,20-30s,Happiness,Female,light,unmasked
74851837.jpg,"[429, 662, 472, 455]",1167,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
74865091.jpg,"[953, 189, 310, 378]",1168,Mongoloid,20-30s,Neutral,Male,light,unmasked
74923267.jpg,"[459, 243, 186, 277]",1169,Mongoloid,20-30s,Neutral,Female,mid-dark,unmasked
74923454.jpg,"[598, 516, 135, 191]",1170,Mongoloid,20-30s,Neutral,Female,dark,unmasked
74956808.jpg,"[940, 500, 230, 273]",1171,Caucasian,20-30s,Surprise,Female,mid-light,unmasked
75009446.jpg,"[347, 241, 540, 655]",1172,Mongoloid,20-30s,Neutral,Female,light,unmasked
75012157.jpg,"[963, 290, 267, 308]",1173,Caucasian,20-30s,Neutral,Female,light,unmasked
75029529.jpg,"[709, 179, 236, 276]",1174,Caucasian,20-30s,Happiness,Female,light,unmasked
75050234.jpg,"[1059, 403, 303, 318]",1175,Negroid,20-30s,Sadness,Female,mid-dark,unmasked
75057971.jpg,"[578, 178, 147, 239]",1176,Mongoloid,20-30s,Neutral,Female,mid-dark,unmasked
75088100.jpg,"[812, 335, 279, 345]",1177,Caucasian,20-30s,Neutral,Male,mid-light,unmasked
75095221.jpg,"[987, 354, 285, 385]",1178,Mongoloid,20-30s,Anger,Female,mid-light,unmasked
75095424.jpg,"[946, 243, 271, 361]",1179,Caucasian,20-30s,Neutral,Female,light,unmasked
75095425.jpg,"[1001, 189, 297, 397]",1180,Caucasian,20-30s,Neutral,Female,light,unmasked
75095576.jpg,"[926, 249, 261, 307]",1181,Mongoloid,20-30s,Neutral,Female,light,unmasked
75097527.jpg,"[1009, 212, 414, 606]",1182,Caucasian,20-30s,Neutral,Female,light,unmasked
75125961.jpg,"[430, 387, 158, 206]",1183,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
75140002.jpg,"[1026, 379, 207, 281]",1184,Mongoloid,20-30s,Neutral,Female,dark,unmasked
75178365.jpg,"[507, 179, 303, 380]",1185,Caucasian,20-30s,Surprise,Female,light,unmasked
75194208.jpg,"[484, 399, 263, 350]",1186,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
75241874.jpg,"[739, 449, 213, 304]",1187,Caucasian,20-30s,Neutral,Female,mid-dark,unmasked
75267318.jpg,"[443, 267, 414, 529]",1188,Mongoloid,20-30s,Neutral,Female,light,unmasked
75268371.jpg,"[972, 433, 371, 475]",1189,Caucasian,20-30s,Neutral,Male,light,unmasked
75284560.jpg,"[1188, 274, 404, 527]",1190,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
75315291.jpg,"[1443, 584, 179, 260]",1191,Mongoloid,20-30s,Happiness,Male,mid-light,unmasked
75329342.jpg,"[808, 302, 378, 506]",1192,Caucasian,20-30s,Neutral,Female,light,unmasked
75435991.jpg,"[940, 415, 182, 252]",1193,Caucasian,20-30s,Anger,Female,light,unmasked
75455280.jpg,"[1163, 282, 390, 582]",1194,Caucasian,20-30s,Anger,Female,light,unmasked
75461170.jpg,"[1200, 263, 241, 301]",1195,Caucasian,20-30s,Neutral,Male,mid-light,unmasked
75498807.jpg,"[711, 666, 121, 136]",1196,Mongoloid,20-30s,Neutral,Female,light,unmasked
75610986.jpg,"[419, 211, 351, 483]",1197,Caucasian,Kid,Neutral,Male,mid-light,unmasked
75640044.jpg,"[662, 463, 235, 331]",1198,Negroid,20-30s,Neutral,Female,dark,unmasked
75650257.jpg,"[709, 390, 445, 479]",1199,Negroid,20-30s,Surprise,Female,mid-dark,unmasked
75655605.jpg,"[1117, 445, 361, 245]",1200,Caucasian,20-30s,Neutral,Male,light,unmasked
75656175.jpg,"[929, 416, 691, 475]",1201,Caucasian,20-30s,Neutral,Male,light,unmasked
75770390.jpg,"[746, 552, 257, 288]",1202,Mongoloid,20-30s,Neutral,Female,light,unmasked
75800128.jpg,"[890, 185, 219, 305]",1203,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
75803173.jpg,"[1128, 298, 251, 347]",1204,Caucasian,20-30s,Anger,Female,light,unmasked
75817328.jpg,"[1239, 749, 209, 174]",1205,Caucasian,20-30s,Neutral,Female,light,unmasked
75878651.jpg,"[561, 446, 372, 457]",1206,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
75882774.jpg,"[945, 423, 396, 519]",1207,Caucasian,20-30s,Anger,Male,light,unmasked
75943748.jpg,"[702, 365, 160, 213]",1208,Mongoloid,20-30s,Neutral,Female,light,unmasked
75946768.jpg,"[1364, 441, 218, 248]",1209,Mongoloid,20-30s,Neutral,Female,mid-dark,unmasked
75996942.jpg,"[1233, 288, 236, 277]",1210,Negroid,20-30s,Anger,Male,dark,unmasked
76008571.jpg,"[545, 527, 292, 372]",1211,Caucasian,20-30s,Neutral,Male,light,unmasked
7603155.jpg,"[783, 337, 417, 502]",1212,Caucasian,20-30s,Neutral,Male,light,unmasked
76049019.jpg,"[467, 537, 189, 251]",1213,Caucasian,20-30s,Happiness,Female,mid-light,unmasked
76054526.jpg,"[1471, 399, 135, 180]",1214,Negroid,20-30s,Neutral,Female,dark,unmasked
76055256.jpg,"[608, 678, 121, 159]",1215,Negroid,20-30s,Neutral,Female,dark,unmasked
76062667.jpg,"[560, 393, 310, 389]",1216,Caucasian,20-30s,Neutral,Male,light,unmasked
76064070.jpg,"[814, 290, 231, 301]",1217,Caucasian,20-30s,Neutral,Male,light,unmasked
76081717.jpg,"[533, 345, 133, 183]",1218,Mongoloid,20-30s,Neutral,Female,dark,unmasked
76102270.jpg,"[743, 239, 112, 148]",1219,Mongoloid,Senior,Neutral,Female,mid-dark,unmasked
76111020.jpg,"[754, 317, 451, 607]",1220,Mongoloid,20-30s,Neutral,Female,dark,unmasked
76175818.jpg,"[1061, 331, 252, 295]",1221,Caucasian,20-30s,Happiness,Male,mid-light,unmasked
76186211.jpg,"[593, 849, 199, 220]",1222,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
76196669.jpg,"[474, 327, 261, 235]",1223,Caucasian,20-30s,Surprise,Female,light,unmasked
76201176.jpg,"[728, 266, 347, 462]",1224,Caucasian,20-30s,Surprise,Female,light,unmasked
76201226.jpg,"[836, 345, 537, 663]",1225,Mongoloid,20-30s,Neutral,Female,light,unmasked
76203856.jpg,"[832, 497, 286, 291]",1226,Mongoloid,20-30s,Neutral,Female,light,unmasked
76203939.jpg,"[626, 273, 410, 483]",1227,Caucasian,20-30s,Anger,Female,mid-light,unmasked
76208560.jpg,"[631, 326, 248, 287]",1228,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
76208601.jpg,"[592, 328, 496, 645]",1229,Negroid,20-30s,Neutral,Female,dark,unmasked
76219638.jpg,"[892, 280, 163, 160]",1230,Mongoloid,20-30s,Neutral,Male,mid-light,unmasked
76258223.jpg,"[860, 1115, 168, 243]",1231,Caucasian,20-30s,Neutral,Female,light,unmasked
76264906.jpg,"[527, 177, 135, 162]",1232,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
76322693.jpg,"[544, 641, 265, 301]",1233,Mongoloid,20-30s,Anger,Male,light,unmasked
76343074.jpg,"[387, 342, 186, 273]",1234,Mongoloid,20-30s,Surprise,Female,light,unmasked
76445652.jpg,"[299, 622, 369, 440]",1235,Mongoloid,20-30s,Surprise,Female,light,unmasked
76511426.jpg,"[662, 269, 172, 239]",1236,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
76521389.jpg,"[1088, 350, 162, 211]",1237,Caucasian,20-30s,Anger,Female,light,masked
76546781.jpg,"[821, 59, 879, 1203]",1238,Caucasian,20-30s,Anger,Female,dark,unmasked
76560959.jpg,"[713, 443, 364, 476]",1239,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
76568498.jpg,"[899, 168, 300, 410]",1240,Caucasian,20-30s,Anger,Female,light,unmasked
76568922.jpg,"[618, 169, 297, 368]",1241,Caucasian,20-30s,Neutral,Female,light,unmasked
76578894.jpg,"[881, 474, 157, 198]",1242,Mongoloid,20-30s,Happiness,Female,light,unmasked
76579954.jpg,"[489, 47, 454, 567]",1243,Caucasian,20-30s,Anger,Female,light,unmasked
76584886.jpg,"[532, 212, 423, 576]",1244,Mongoloid,20-30s,Neutral,Female,mid-dark,unmasked
76591124.jpg,"[652, 590, 392, 555]",1245,Caucasian,20-30s,Neutral,Male,light,unmasked
76594005.jpg,"[344, 183, 221, 435]",1246,Mongoloid,20-30s,Neutral,Female,light,unmasked
76621707.jpg,"[479, 419, 277, 274]",1247,Negroid,20-30s,Neutral,Female,mid-dark,unmasked
76676432.jpg,"[788, 302, 461, 616]",1248,Caucasian,20-30s,Anger,Female,mid-light,unmasked
76806650.jpg,"[1077, 157, 186, 287]",1249,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
76818045.jpg,"[821, 169, 314, 440]",1250,Mongoloid,20-30s,Neutral,Female,light,unmasked
76833602.jpg,"[897, 184, 224, 258]",1251,Mongoloid,20-30s,Neutral,Female,light,unmasked
76863927.jpg,"[478, 331, 354, 452]",1252,Mongoloid,20-30s,Anger,Female,light,unmasked
76866688.jpg,"[553, 271, 579, 790]",1253,Mongoloid,20-30s,Happiness,Female,light,unmasked
76867831.jpg,"[806, 237, 518, 701]",1254,Mongoloid,20-30s,Anger,Female,light,unmasked
76869617.jpg,"[674, 334, 98, 144]",1255,Caucasian,20-30s,Neutral,Female,light,unmasked
76876569.jpg,"[1270, 429, 109, 163]",1256,Mongoloid,20-30s,Anger,Female,mid-light,unmasked
76884898.jpg,"[555, 274, 223, 422]",1257,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
76944079.jpg,"[970, 178, 278, 379]",1258,Mongoloid,20-30s,Anger,Female,dark,unmasked
76948914.jpg,"[498, 190, 402, 538]",1259,Caucasian,20-30s,Happiness,Female,mid-light,unmasked
76949099.jpg,"[326, 57, 390, 481]",1260,Caucasian,20-30s,Happiness,Female,mid-light,unmasked
76998631.jpg,"[741, 227, 377, 463]",1261,Negroid,20-30s,Anger,Female,light,unmasked
76999997.jpg,"[686, 187, 329, 453]",1262,Mongoloid,20-30s,Surprise,Female,mid-light,unmasked
77074207.jpg,"[901, 219, 199, 258]",1263,Caucasian,20-30s,Surprise,Male,light,unmasked
7710437.jpg,"[521, 563, 265, 317]",1264,Caucasian,20-30s,Neutral,Female,mid-dark,unmasked
77107364.jpg,"[1007, 111, 242, 337]",1265,Mongoloid,20-30s,Neutral,Female,mid-dark,unmasked
77108348.jpg,"[882, 245, 145, 196]",1266,Caucasian,20-30s,Happiness,Female,dark,unmasked
77187902.jpg,"[505, 89, 170, 236]",1267,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
77225726.jpg,"[1710, 257, 124, 189]",1268,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
77228496.jpg,"[455, 576, 152, 221]",1269,Caucasian,20-30s,Neutral,Female,light,unmasked
77233154.jpg,"[580, 275, 379, 456]",1270,Mongoloid,20-30s,Happiness,Female,mid-light,unmasked
77241823.jpg,"[805, 251, 243, 341]",1271,Negroid,20-30s,Neutral,Female,mid-dark,unmasked
77293173.jpg,"[829, 121, 207, 307]",1272,Caucasian,Kid,Anger,Female,light,unmasked
77307011.jpg,"[898, 306, 243, 302]",1273,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
77345223.jpg,"[502, 205, 459, 597]",1274,Caucasian,20-30s,Anger,Male,mid-light,unmasked
77367293.jpg,"[429, 123, 237, 331]",1275,Caucasian,20-30s,Anger,Male,mid-light,unmasked
77484765.jpg,"[883, 322, 255, 394]",1276,Mongoloid,20-30s,Surprise,Female,light,unmasked
77486123.jpg,"[1023, 422, 249, 323]",1277,Negroid,20-30s,Anger,Male,dark,unmasked
77514996.jpg,"[823, 539, 364, 376]",1278,Mongoloid,20-30s,Sadness,Female,light,unmasked
77523698.jpg,"[1217, 269, 292, 403]",1279,Negroid,,Anger,Male,mid-dark,unmasked
77557320.jpg,"[230, 326, 500, 630]",1280,Mongoloid,20-30s,Neutral,Female,light,unmasked
77576146.jpg,"[903, 292, 272, 430]",1281,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
77578484.jpg,"[1184, 187, 281, 396]",1282,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
77636340.jpg,"[1095, 282, 264, 398]",1283,Caucasian,20-30s,Happiness,Female,light,unmasked
77675113.jpg,"[724, 439, 192, 279]",1284,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
77692049.jpg,"[665, 175, 174, 241]",1285,Negroid,20-30s,Surprise,Male,mid-dark,unmasked
77703631.jpg,"[931, 338, 98, 116]",1286,Mongoloid,20-30s,Surprise,Female,dark,unmasked
77842161.jpg,"[937, 200, 341, 456]",1287,Negroid,20-30s,Happiness,Female,mid-light,unmasked
77867246.jpg,"[870, 303, 291, 386]",1288,Negroid,20-30s,Neutral,Female,light,unmasked
77899524.jpg,"[433, 533, 406, 534]",1289,Mongoloid,20-30s,Anger,Female,mid-light,unmasked
7790659.jpg,"[879, 320, 225, 329]",1290,Caucasian,20-30s,Happiness,Female,light,unmasked
77924305.jpg,"[828, 38, 335, 435]",1291,Caucasian,20-30s,Surprise,Male,light,unmasked
77993957.jpg,"[666, 238, 334, 484]",1292,Caucasian,20-30s,Happiness,Female,light,unmasked
78031173.jpg,"[978, 411, 241, 344]",1293,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
78032930.jpg,"[805, 220, 394, 537]",1294,Mongoloid,20-30s,Neutral,Male,light,unmasked
78058633.jpg,"[472, 263, 495, 675]",1295,Caucasian,20-30s,Happiness,Female,light,unmasked
78061128.jpg,"[1203, 381, 231, 300]",1296,Mongoloid,20-30s,Neutral,Male,mid-light,unmasked
78075515.jpg,"[589, 160, 691, 916]",1297,Mongoloid,20-30s,Surprise,Female,light,unmasked
78140273.jpg,"[500, 225, 95, 222]",1298,Caucasian,20-30s,Neutral,Male,light,unmasked
78162239.jpg,"[766, 137, 223, 358]",1299,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
78263609.jpg,"[686, 85, 153, 199]",1300,Caucasian,20-30s,Anger,Male,mid-light,unmasked
78290582.jpg,"[426, 496, 321, 428]",1301,Caucasian,20-30s,Neutral,Female,dark,unmasked
78292061.jpg,"[819, 173, 379, 530]",1302,Caucasian,20-30s,Neutral,Female,light,unmasked
78447021.jpg,"[1537, 0, 317, 501]",1303,Negroid,20-30s,Neutral,Female,dark,unmasked
78450331.jpg,"[1118, 199, 391, 528]",1304,Caucasian,Teenager,Anger,Male,light,unmasked
78508778.jpg,"[379, 88, 529, 690]",1305,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
78516143.jpg,"[900, 221, 355, 406]",1306,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
78558549.jpg,"[1049, 397, 277, 343]",1307,Mongoloid,20-30s,Neutral,Male,light,unmasked
78582527.jpg,"[890, 247, 393, 559]",1308,Caucasian,20-30s,Neutral,Female,light,unmasked
78620157.jpg,"[681, 173, 305, 340]",1309,Negroid,20-30s,Happiness,Female,light,unmasked
78709659.jpg,"[1097, 24, 397, 493]",1310,Caucasian,20-30s,Neutral,Female,light,unmasked
78709660.jpg,"[1001, 321, 401, 525]",1311,Mongoloid,20-30s,Neutral,Male,dark,unmasked
78792724.jpg,"[379, 372, 591, 761]",1312,Negroid,20-30s,Neutral,Female,dark,unmasked
78865280.jpg,"[471, 84, 143, 293]",1313,Negroid,20-30s,Anger,Female,dark,unmasked
78992440.jpg,"[988, 380, 405, 386]",1314,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
79033354.jpg,"[1112, 173, 460, 556]",1315,Caucasian,Teenager,Anger,Male,light,unmasked
79053495.jpg,"[407, 119, 281, 414]",1316,Mongoloid,20-30s,Happiness,Female,light,unmasked
79142698.jpg,"[614, 235, 142, 187]",1317,Caucasian,Kid,Neutral,Male,mid-light,unmasked
79143555.jpg,"[640, 812, 118, 150]",1318,Caucasian,20-30s,Neutral,Male,light,unmasked
79174479.jpg,"[1193, 402, 141, 193]",1319,Caucasian,20-30s,Neutral,Female,light,unmasked
79191079.jpg,"[1287, 114, 209, 286]",1320,Negroid,20-30s,Neutral,Female,mid-dark,unmasked
79244981.jpg,"[1182, 31, 306, 360]",1321,Negroid,20-30s,Neutral,Male,mid-light,unmasked
79262910.jpg,"[644, 152, 384, 399]",1322,Caucasian,20-30s,Neutral,Female,mid-dark,unmasked
79284304.jpg,"[1157, 133, 166, 214]",1323,Caucasian,20-30s,Neutral,Female,light,unmasked
79312320.jpg,"[1147, 141, 401, 545]",1324,Mongoloid,20-30s,Neutral,Male,light,unmasked
79376490.jpg,"[1375, 593, 153, 175]",1325,Caucasian,20-30s,Neutral,Female,light,unmasked
79487298.jpg,"[353, 0, 608, 857]",1326,Mongoloid,20-30s,Happiness,Female,dark,unmasked
79491615.jpg,"[1156, 154, 266, 243]",1327,Mongoloid,20-30s,Neutral,Male,mid-light,unmasked
79541518.jpg,"[843, 215, 505, 663]",1328,Caucasian,20-30s,Anger,Female,light,unmasked
79552723.jpg,"[749, 238, 330, 408]",1329,Caucasian,20-30s,Neutral,Female,light,unmasked
7962892.jpg,"[866, 229, 221, 306]",1330,Mongoloid,20-30s,Neutral,Male,light,unmasked
79640812.jpg,"[448, 260, 315, 451]",1331,Mongoloid,20-30s,Neutral,Female,light,unmasked
79705101.jpg,"[978, 188, 448, 622]",1332,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
79758091.jpg,"[1208, 203, 342, 438]",1333,Caucasian,20-30s,Neutral,Female,light,unmasked
7979630.jpg,"[511, 563, 334, 429]",1334,Caucasian,20-30s,Happiness,Male,mid-light,unmasked
79798749.jpg,"[894, 365, 166, 221]",1335,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
7981701.jpg,"[418, 254, 583, 750]",1336,Caucasian,20-30s,Neutral,Male,light,unmasked
79958128.jpg,"[696, 190, 316, 423]",1337,Mongoloid,20-30s,Neutral,Female,light,unmasked
79969220.jpg,"[808, 407, 171, 243]",1338,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
79969732.jpg,"[1224, 281, 148, 188]",1339,Caucasian,20-30s,Neutral,Female,light,unmasked
7997380.jpg,"[572, 371, 132, 186]",1340,Mongoloid,20-30s,Neutral,Female,light,unmasked
80129954.jpg,"[280, 107, 288, 431]",1341,Caucasian,20-30s,Neutral,Female,light,unmasked
8022883.jpg,"[1034, 274, 291, 407]",1342,Mongoloid,20-30s,Neutral,Female,light,unmasked
80275315.jpg,"[863, 734, 144, 191]",1343,Caucasian,20-30s,Anger,Female,dark,unmasked
80275463.jpg,"[956, 273, 344, 476]",1344,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
80279862.jpg,"[538, 392, 188, 270]",1345,Mongoloid,20-30s,Neutral,Male,light,unmasked
80326561.jpg,"[633, 246, 388, 503]",1346,Mongoloid,20-30s,Anger,Female,mid-light,unmasked
80327137.jpg,"[965, 358, 241, 240]",1347,Mongoloid,Senior,Neutral,Female,dark,unmasked
80330275.jpg,"[873, 0, 304, 259]",1348,Caucasian,20-30s,Neutral,Female,light,unmasked
80334970.jpg,"[881, 256, 255, 338]",1349,Caucasian,Teenager,Neutral,Male,light,unmasked
80339416.jpg,"[487, 396, 297, 436]",1350,Mongoloid,20-30s,Neutral,Female,dark,unmasked
80339444.jpg,"[822, 254, 337, 434]",1351,Caucasian,20-30s,Neutral,Female,light,unmasked
80340715.jpg,"[786, 188, 528, 675]",1352,Caucasian,20-30s,Neutral,Female,light,unmasked
80355753.jpg,"[915, 300, 235, 304]",1353,Caucasian,20-30s,Anger,Female,light,unmasked
80421947.jpg,"[966, 124, 257, 365]",1354,Caucasian,20-30s,Neutral,Female,light,unmasked
80462186.jpg,"[671, 853, 106, 148]",1355,Caucasian,20-30s,Neutral,Female,light,unmasked
80474255.jpg,"[1109, 180, 313, 392]",1356,Caucasian,20-30s,Neutral,Female,dark,unmasked
8047725.jpg,"[713, 660, 257, 375]",1357,Caucasian,20-30s,Neutral,Female,light,unmasked
80477446.jpg,"[705, 464, 314, 337]",1358,Caucasian,20-30s,Happiness,Female,mid-dark,unmasked
8048630.jpg,"[834, 276, 242, 340]",1359,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
80497899.jpg,"[864, 226, 256, 336]",1360,Caucasian,20-30s,Neutral,Male,mid-light,unmasked
80502683.jpg,"[685, 179, 331, 503]",1361,Negroid,20-30s,Anger,Female,light,unmasked
80576206.jpg,"[557, 543, 252, 334]",1362,Mongoloid,Senior,Neutral,Female,mid-light,unmasked
80605987.jpg,"[973, 154, 229, 360]",1363,Negroid,20-30s,Neutral,Female,dark,unmasked
80641207.jpg,"[973, 125, 373, 418]",1364,Caucasian,20-30s,Neutral,Male,light,unmasked
80641209.jpg,"[1190, 130, 408, 399]",1365,Negroid,20-30s,Neutral,Male,dark,unmasked
80654118.jpg,"[910, 256, 273, 282]",1366,Mongoloid,20-30s,Anger,Female,light,unmasked
80654140.jpg,"[922, 84, 297, 359]",1367,Mongoloid,20-30s,Anger,Male,mid-light,unmasked
80664727.jpg,"[854, 267, 645, 800]",1368,Mongoloid,20-30s,Anger,Male,mid-light,unmasked
80684110.jpg,"[863, 307, 160, 221]",1369,Mongoloid,20-30s,Neutral,Male,light,unmasked
80700681.jpg,"[976, 314, 152, 225]",1370,Mongoloid,20-30s,Sadness,Female,dark,unmasked
80772298.jpg,"[1418, 192, 216, 292]",1371,Mongoloid,20-30s,Neutral,Female,dark,unmasked
80789202.jpg,"[926, 292, 299, 403]",1372,Caucasian,20-30s,Neutral,Female,light,unmasked
80791123.jpg,"[697, 90, 294, 335]",1373,Caucasian,Senior,Neutral,Male,mid-light,unmasked
80839130.jpg,"[1084, 333, 270, 294]",1374,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
80843817.jpg,"[925, 198, 185, 244]",1375,Caucasian,20-30s,Neutral,Female,dark,unmasked
80901417.jpg,"[766, 47, 445, 562]",1376,Caucasian,20-30s,Anger,Male,light,unmasked
80905888.jpg,"[790, 263, 221, 272]",1377,Caucasian,20-30s,Neutral,Female,mid-dark,unmasked
80970295.jpg,"[730, 734, 116, 162]",1378,Caucasian,20-30s,Neutral,Female,light,unmasked
80975451.jpg,"[860, 511, 220, 313]",1379,Mongoloid,20-30s,Anger,Female,mid-dark,unmasked
81006138.jpg,"[1214, 341, 117, 138]",1380,Negroid,20-30s,Neutral,Male,mid-dark,unmasked
