file_name,age,race,masked,skintone,emotion,gender,split
6405407.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-1.4674406198091865
64057003.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,-0.12910401291138732
64057978.jpg,20-30s,Caucasian,unmasked,light,Surprise,Female,-0.6365310988363374
64059342.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,-1.3083087534844875
6406103.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,0.9898465730292137
64061352.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,0.24215255480712958
6406230.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.28537414197734207
6406234.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,2.1094023771259405
64065948.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.4250771798751107
64081711.jpg,Baby,Mongoloid,unmasked,light,Happiness,Female,0.35313735588212974
64084833.jpg,40-50s,Mongoloid,masked,light,Sadness,Female,-0.6409184627217308
64084856.jpg,Teenager,Mongoloid,masked,mid-light,Happiness,Female,0.6445474683713083
64089588.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,0.21399799332911196
64089639.jpg,Senior,Caucasian,unmasked,light,Neutral,Female,-0.4673516309972769
64089666.jpg,Senior,Caucasian,unmasked,light,Surprise,Female,-0.8598501938316254
64092935.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,-0.46630126870448785
64096673.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.09105516712427883
64106996.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,-1.2857773477527912
64106997.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,-0.3209918773197961
64108160.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,-0.2712818545144895
64108226.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,-0.18089059914601596
64108227.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,0.2528300248804728
64108228.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,-1.3792791650228227
64108230.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,2.0611053921740345
64116164.jpg,20-30s,Negroid,unmasked,mid-dark,Neutral,Female,-1.0611794225767832
64116599.jpg,20-30s,Negroid,unmasked,dark,Happiness,Male,1.5326119407893106
64119990.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1.406581579440996
64121303.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.9292105307178045
64122048.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,1.20739359119267
64124568.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Male,1.0353032991296027
64145607.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,-2.070564948513221
64169576.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,-0.33337361038233265
64172473.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,-0.14975282865465714
64178952.jpg,20-30s,Caucasian,unmasked,mid-light,Disgust,Male,-1.2997887412858093
64185441.jpg,Senior,Mongoloid,unmasked,light,Neutral,Male,0.25367085122168664
64193049.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Male,0.8794721713913201
64199739.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,0.3799658565623567
64207562.jpg,20-30s,Caucasian,unmasked,mid-light,Surprise,Female,-0.12697879750521024
64223973.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1.054185498314531
64236090.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,-0.10426257704548646
64246371.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female,0.4797058724617041
64249834.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,1.2890797472308144
64250777.jpg,20-30s,Negroid,masked,mid-light,Neutral,Female,-0.23207213806947904
6425143.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,0.9301040606242854
64257097.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.4703710171874739
64257955.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.5196752191639451
64271379.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,1.1919085093421595
64274474.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.37394529536599436
64289506.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,1.0590073671714555
64289735.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,0.8661064917227719
64291432.jpg,20-30s,Mongoloid,masked,light,Happiness,Male,1.8930202977320585
64299544.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female,0.8824307237080934
64313127.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male,-1.8750616287091377
64314861.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,0.8922719463162899
64318991.jpg,20-30s,Negroid,unmasked,dark,Happiness,Male,1.309939192075942
64318999.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,1.9432313258859295
64319119.jpg,20-30s,Negroid,unmasked,dark,Happiness,Male,-0.7043077514772187
64319540.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,0.8369192735291897
64328062.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male,1.318905776449042
64330900.jpg,20-30s,Negroid,unmasked,mid-dark,Happiness,Female,0.2649185874550904
64335140.jpg,Kid,Negroid,unmasked,mid-light,Neutral,Female,-0.8313459301625065
64337915.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,-0.9182448471646933
64354622.jpg,20-30s,Mongoloid,unmasked,light,Anger,Male,-1.1737807181710722
64366785.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Male,-1.6074031614383173
64368593.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female,0.5555657179406973
64369000.jpg,Kid,Caucasian,unmasked,light,Surprise,Male,0.7791343520459703
64371949.jpg,20-30s,Caucasian,masked,light,Fear,Female,-0.7064302752192
64372583.jpg,Kid,Caucasian,unmasked,light,Disgust,Female,0.5870348601440304
64376180.jpg,Kid,Negroid,unmasked,mid-light,Happiness,Female,-0.6769462923783738
64378059.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,0.6781534438909488
64388366.jpg,Kid,Mongoloid,unmasked,light,Neutral,Female,0.6220964358773622
64391563.jpg,40-50s,Mongoloid,unmasked,mid-light,Neutral,Male,0.33662392155301313
64392175.jpg,40-50s,Mongoloid,unmasked,mid-light,Happiness,Male,1.7186054807046924
64404025.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,-0.4366181960753338
64406196.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,0.608618228081194
64406548.jpg,Kid,Caucasian,masked,mid-light,Neutral,Male,-0.1788890903562425
64407488.jpg,Baby,Caucasian,unmasked,light,Happiness,Female,-0.6981658176581983
64407491.jpg,Kid,Caucasian,unmasked,light,Happiness,Female,-1.0403845705078396
64411315.jpg,Baby,Caucasian,unmasked,light,Neutral,Female,0.182098745261644
64411339.jpg,Teenager,Caucasian,unmasked,mid-light,Happiness,Female,0.47240612120098313
6442617.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,0.39995219417994027
6442624.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,-0.9204264038305039
6442626.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,0.6122772947568503
6442629.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,-0.08202107521083545
6442630.jpg,20-30s,Mongoloid,unmasked,light,Sadness,Female,-0.9247653130977603
64441886.jpg,40-50s,Caucasian,masked,mid-light,Sadness,Female,-0.09073331207516648
64443637.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,-0.9907933410978373
64445302.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,0.7090408717478305
64454308.jpg,20-30s,Caucasian,masked,light,Neutral,Female,-0.3978191484813189
64454873.jpg,Baby,Mongoloid,unmasked,mid-light,Happiness,Female,0.6512580704635176
64455281.jpg,Baby,Mongoloid,unmasked,mid-light,Happiness,Male,-0.2745230863981247
64459916.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,-0.5604718289517598
64462886.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,-1.8046926122127596
64462887.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,-0.5410946638029053
64462900.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Male,-0.21774916247779585
64464033.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,-0.7116471025412403
64478718.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-1.604392745940595
64479395.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.11895608399113503
64482893.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.5882748609275269
64499199.jpg,20-30s,Caucasian,unmasked,mid-dark,Neutral,Female,1.4242485785211505
64516055.jpg,Senior,Caucasian,unmasked,mid-light,Happiness,Female,1.5047335843743794
64516080.jpg,Senior,Caucasian,unmasked,light,Happiness,Female,1.2602192591906938
64516083.jpg,Senior,Caucasian,unmasked,light,Sadness,Female,-0.15073789243338243
64516176.jpg,Senior,Caucasian,unmasked,light,Happiness,Female,-1.3402567521556477
64527415.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,0.2888569090089252
64551894.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,-0.40390499759922527
64559288.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,-0.14638667575618286
64562092.jpg,20-30s,Caucasian,unmasked,mid-light,Sadness,Female,1.4295231503173664
64562972.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,-1.1264459679157395
64572176.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,0.824609631409248
64572969.jpg,Senior,Caucasian,unmasked,mid-light,Happiness,Male,0.9649806274328983
64575207.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1.0283489383593212
6457588.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.5632834385720896
64577516.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male,-1.1992152810981183
64581781.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,-0.9139616777778353
64595737.jpg,40-50s,Mongoloid,unmasked,mid-light,Happiness,Male,1.3637968614332217
64601955.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,-2.387855585070421
64606438.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male,0.3813992260315358
64610782.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,1.0878356743856596
64613186.jpg,20-30s,Caucasian,unmasked,dark,Neutral,Male,-0.07790431695356013
64614468.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,-0.8208957633586412
64634606.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male,0.8422749460570257
64634609.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,0.04248773740669279
64634610.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,0.39139056962368624
64634611.jpg,20-30s,Mongoloid,masked,light,Anger,Male,-1.6617008642486848
64641115.jpg,Senior,Mongoloid,unmasked,light,Neutral,Male,-0.8625038941003818
64654337.jpg,Teenager,Caucasian,unmasked,light,Happiness,Female,-1.532744068603027
64654730.jpg,20-30s,Caucasian,unmasked,mid-dark,Neutral,Female,1.1837627434330678
64661885.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,0.5383143299007231
64662427.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,0.6642462060225232
64663738.jpg,Teenager,Caucasian,unmasked,light,Happiness,Female,-0.21376349704469857
64664229.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,-0.7407370759714473
64667017.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Female,-0.020677440544874498
64678266.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,-0.32810294338550117
64681341.jpg,20-30s,Caucasian,unmasked,mid-dark,Neutral,Female,0.05973992350539332
64685539.jpg,Kid,Caucasian,unmasked,light,Happiness,Female,1.0280147171288694
64685850.jpg,Kid,Caucasian,unmasked,mid-light,Happiness,Female,0.024760304497156202
64686599.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,0.43516947703174524
64688925.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,-0.05855179234655369
64693716.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1.2505415643333575
64701134.jpg,Teenager,Caucasian,unmasked,mid-light,Neutral,Female,1.346549985346186
64702167.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.3525721886516468
64702918.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,0.1283376532004668
64712564.jpg,40-50s,Caucasian,unmasked,light,Happiness,Female,1.1018089155704245
64714971.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.2988967971901986
64715177.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,-2.1074579650869594
64716395.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,-1.0091682544846297
64717484.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-1.5313510683224258
64720397.jpg,Baby,Mongoloid,unmasked,light,Neutral,Male,0.5627908181942499
6472734.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,-0.5047970872379967
64732647.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male,0.5840591315777777
64742001.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,0.6710579989566781
64743830.jpg,20-30s,Caucasian,masked,light,Neutral,Female,-0.25666762713367997
64761913.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,-0.8935762814083725
64762156.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Female,-0.7182860496451939
64768588.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,-0.36650119418870253
64773017.jpg,Senior,Caucasian,unmasked,mid-light,Anger,Male,1.4508032433449434
64784373.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Female,1.34722688605059
64784461.jpg,Kid,Caucasian,unmasked,light,Neutral,Female,-1.8450333731424609
64784944.jpg,Teenager,Caucasian,unmasked,light,Happiness,Female,-1.7734591574654466
64793138.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,0.049623726666675166
64797536.jpg,20-30s,Caucasian,masked,mid-light,Neutral,Male,2.040804599551582
64804753.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,0.832064423173371
64805688.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,0.06435652345122736
64806483.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,0.6197115849029954
64806814.jpg,20-30s,Caucasian,unmasked,mid-light,Sadness,Female,0.9021413668466479
64809554.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male,0.4356291627641651
64809969.jpg,20-30s,Negroid,unmasked,dark,Neutral,Female,-1.1686605490680224
64810003.jpg,20-30s,Negroid,unmasked,dark,Neutral,Female,-1.300683904336153
64820570.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,0.9894889278755988
64822722.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,-0.9789688693632996
64824179.jpg,20-30s,Negroid,unmasked,dark,Happiness,Female,-0.5253329677233335
648263.jpg,40-50s,Mongoloid,unmasked,mid-light,Happiness,Male,-0.0804149808102957
64830808.jpg,40-50s,Mongoloid,unmasked,light,Neutral,Female,1.0352815989520077
64847000.jpg,Kid,Caucasian,unmasked,light,Happiness,Female,0.48286209436183236
64847388.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,-0.5848117639029861
64855658.jpg,20-30s,Mongoloid,masked,light,Sadness,Female,-1.7290019303258344
64857146.jpg,40-50s,Mongoloid,masked,mid-light,Sadness,Female,0.5739290402278776
64867383.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,0.5704807396277476
64870039.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.6601344609867209
64901172.jpg,Baby,Mongoloid,unmasked,light,Sadness,Male,-0.6612779590380543
64902356.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,-0.9958898314725608
64902410.jpg,Teenager,Caucasian,unmasked,light,Neutral,Female,0.10583578841151556
64905419.jpg,40-50s,Caucasian,unmasked,light,Neutral,Female,-0.299074037592797
64911531.jpg,40-50s,Caucasian,unmasked,mid-light,Happiness,Female,-2.0463654643248774
64911652.jpg,20-30s,Mongoloid,unmasked,light,Sadness,Male,0.4111828679978658
64912206.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.4821570627274617
64924126.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Female,-1.1208515646540942
64942367.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.5589410307036065
64953629.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,-0.6728004924928344
64955958.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,0.3552846184085841
64958544.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.8893522023379488
64964919.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,0.909747914103266
64972143.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,-1.9767618876479554
64972589.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,2.4043086130824314
64973605.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.9467468417174315
64974772.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,0.85504017436664
64976724.jpg,40-50s,Mongoloid,masked,dark,Sadness,Female,0.679816115046245
64977527.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,-0.49213874145364334
64981737.jpg,20-30s,Mongoloid,masked,mid-light,Neutral,Male,-0.2753195292736048
64983611.jpg,20-30s,Caucasian,unmasked,light,Sadness,Female,-0.5138115154112004
64984214.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,0.2414998562793453
64986761.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,-0.2883798922209534
64987407.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Female,0.48392587497166595
65004658.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,0.5179640898003735
65006337.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Female,2.0704575431745424
65013213.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,0.46178626218785496
65014252.jpg,Teenager,Caucasian,unmasked,light,Neutral,Female,-0.869157085424893
65015483.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,0.9930544125360491
65021798.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1.3240048946474843
65025277.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.8682101453483656
65031151.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.09997833545942394
65033288.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,0.22567193229977447
65037161.jpg,Kid,Negroid,unmasked,mid-dark,Happiness,Male,0.230928976600194
65047617.jpg,20-30s,Caucasian,unmasked,dark,Anger,Male,-0.42183496301297524
65057864.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,1.4060596325192023
65057866.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male,1.0706058146226611
65062181.jpg,20-30s,Caucasian,unmasked,light,Fear,Male,-1.2093106280266746
65079856.jpg,20-30s,Mongoloid,unmasked,mid-light,Anger,Male,1.1617720575044606
65080965.jpg,Senior,Caucasian,unmasked,light,Happiness,Female,0.37265867077916986
65082103.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,-1.1395629519781396
65086877.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,0.5432777964514919
65108843.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,1.6809808838038276
6513927.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.5505889536859785
65150545.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,-0.11857369513186657
65152962.jpg,40-50s,Caucasian,unmasked,light,Happiness,Female,-0.762803760377974
65162934.jpg,Kid,Negroid,unmasked,mid-dark,Happiness,Female,-1.2167361489952175
65172192.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,0.13028116415305266
65185467.jpg,Teenager,Caucasian,unmasked,light,Happiness,Female,2.3991407816258232
65188897.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,-1.163752030473758
65190385.jpg,20-30s,Negroid,unmasked,dark,Surprise,Female,0.15284975734759912
65195434.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,-2.169584198669131
65201675.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,-0.9626340864772122
65201911.jpg,20-30s,Caucasian,unmasked,mid-dark,Happiness,Female,-1.0802484879203
65202269.jpg,20-30s,Caucasian,unmasked,mid-dark,Happiness,Female,0.17733938672043825
65203813.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,-0.503502650756595
65223895.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Female,0.35583922201272183
6523039.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,0.13981830115562852
65288052.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,-0.09769134126520923
65293567.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,-1.0945567497331121
65298415.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Female,-0.14417251321809843
6530181.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.11611332137267273
65305542.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,0.31423256228984064
65307288.jpg,Teenager,Caucasian,unmasked,light,Happiness,Female,-1.0063523179171763
65310208.jpg,20-30s,Negroid,unmasked,mid-dark,Happiness,Female,-0.17937830521416415
65323874.jpg,20-30s,Mongoloid,unmasked,light,Sadness,Female,0.3566422237036313
65324595.jpg,Senior,Mongoloid,unmasked,mid-light,Surprise,Male,1.0268028341662776
65325694.jpg,Senior,Mongoloid,unmasked,mid-light,Happiness,Male,-1.9048658814443804
65328088.jpg,20-30s,Caucasian,unmasked,light,Fear,Male,0.1802930607326582
65328088_2.jpg,20-30s,Caucasian,unmasked,light,Sadness,Female,0.1782022086801661
65333553.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1.1073705755042043
65342928.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,0.3923368043958324
65343988.jpg,Teenager,Caucasian,unmasked,light,Happiness,Male,-1.2873917933948078
65358409.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,-0.31910824731966264
65363409.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Male,0.7356174048782294
65364366.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,-0.8340986889426258
65365090.jpg,20-30s,Mongoloid,unmasked,mid-dark,Neutral,Female,1.1808102828284956
65365091.jpg,40-50s,Caucasian,unmasked,mid-light,Anger,Male,-0.7411011896192707
65366211.jpg,Kid,Caucasian,unmasked,light,Happiness,Male,0.13359040775050088
65367314.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,0.6989524749114788
65371636.jpg,Teenager,Mongoloid,unmasked,mid-light,Fear,Female,1.4968734761559714
6538208.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,-0.13756025271377265
65395930.jpg,20-30s,Caucasian,unmasked,mid-dark,Neutral,Female,0.654849437741014
65400909.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.6358262154541889
65401223.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.3902811833559604
65403363.jpg,20-30s,Mongoloid,unmasked,mid-dark,Happiness,Male,1.6332551266673418
65408336.jpg,Kid,Caucasian,unmasked,light,Happiness,Female,1.4589133639727576
65418669.jpg,20-30s,Mongoloid,masked,mid-dark,Neutral,Female,-2.265053155145148
65449009.jpg,20-30s,Caucasian,masked,mid-light,Neutral,Male,0.5907789785575396
65500888.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,0.0869910247439392
65510292.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,0.21525500461586108
65513658.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.2332951544612391
65519463.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,-0.08731657709937907
65528468.jpg,Kid,Caucasian,unmasked,light,Neutral,Male,-0.5411618579194649
65529891.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.9943655008153948
65542341.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Female,-0.03921600865644241
65542874.jpg,20-30s,Caucasian,masked,light,Neutral,Female,-2.816662304498515
65544819.jpg,20-30s,Caucasian,masked,mid-dark,Neutral,Male,-0.8550338536341613
6555678.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.25705563762102446
65558739.jpg,20-30s,Negroid,unmasked,dark,Happiness,Female,-1.286601617874901
65559133.jpg,20-30s,Negroid,unmasked,mid-light,Happiness,Female,1.7224520180172607
65560181.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.7123523692236864
65572279.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,0.4830051996898298
65573412.jpg,40-50s,Caucasian,unmasked,mid-light,Neutral,Female,-1.40831451970673
65595400.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,0.09592249614105967
65608609.jpg,20-30s,Caucasian,unmasked,light,Anger,Male,0.41179732944829217
65608856.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Female,-0.6436840921350088
65609117.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,0.24893626373700625
65619251.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,-1.938759903454587
65626913.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.8861126824391329
6562997.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.13508760926632674
6563009.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-1.497355722478819
65639391.jpg,40-50s,Caucasian,masked,light,Neutral,Female,0.22721366357498457
65640662.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,-0.3386342682652925
65645239.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,-0.9588833912410742
65652007.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,-1.41788781794638
65654893.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male,-0.7325089620760415
65671999.jpg,Baby,Mongoloid,unmasked,light,Happiness,Male,-1.6029232364698216
65682206.jpg,Senior,Caucasian,unmasked,mid-light,Neutral,Female,-0.23419737005561964
65690010.jpg,20-30s,Mongoloid,masked,light,Neutral,Male,1.3587770031549808
65692453.jpg,20-30s,Mongoloid,masked,light,Neutral,Male,-1.107265901112808
6569253.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1.6866143198841752
65700046.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female,0.22660164554186701
65701568.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,2.072065149107583
65702087.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,0.12380642626009351
65702087_2.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,0.2862804899405983
65702087_3.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,0.6307855866639134
65702087_4.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,0.5645082243957158
65702087_5.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,0.13618471976330307
65702087_6.jpg,Baby,Mongoloid,unmasked,mid-light,Neutral,Male,0.12245537707548945
65709070.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,0.2702045509268248
65709116.jpg,20-30s,Caucasian,unmasked,light,Surprise,Female,-0.2673405411237199
65710482.jpg,20-30s,Negroid,unmasked,mid-dark,Neutral,Female,0.6364301103362758
